dataset,n,p,model,nu,kernel,gamma,AUC,Accuracy,Precision,Recall,BalAcc,failure,contamination,n_estimators,n_neighbors,eps,min_samples,M
ring_outliers,1030,2,LocalOutlierFactor,,,,0.9375,0.8786407766990292,0.1935483870967742,1.0,0.9375,False,0.15,,50.0,,,
ring_outliers,1030,2,LocalOutlierFactor,,,,0.912,0.829126213592233,0.145631067961165,1.0,0.912,False,0.2,,50.0,,,
ring_outliers,1030,2,LocalOutlierFactor,,,,0.8605,0.7291262135922331,0.0970873786407767,1.0,0.8605,False,0.3,,50.0,,,
ring_outliers,1030,2,DBSCAN,,,,0.5076666666666667,0.954368932038835,0.0526315789473684,0.0333333333333333,0.5076666666666667,False,,,,0.1,3.0,
ring_outliers,1030,2,DBSCAN,,,,0.5158333333333333,0.9388349514563108,0.054054054054054,0.0666666666666666,0.5158333333333334,False,,,,0.1,5.0,
ring_outliers,1030,2,DBSCAN,,,,0.749,0.512621359223301,0.056390977443609,1.0,0.749,False,,,,0.1,10.0,
ring_outliers,1030,2,DBSCAN,,,,0.749,0.512621359223301,0.056390977443609,1.0,0.749,False,,,,0.1,15.0,
ring_outliers,1030,2,DBSCAN,,,,0.749,0.512621359223301,0.056390977443609,1.0,0.749,False,,,,0.1,20.0,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,0.844,0.6970873786407767,0.087719298245614,1.0,0.844,False,,,,0.2,15.0,
ring_outliers,1030,2,DBSCAN,,,,0.75,0.5145631067961165,0.0566037735849056,1.0,0.75,False,,,,0.2,20.0,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,0.3,15.0,
ring_outliers,1030,2,DBSCAN,,,,0.9965,0.9932038834951455,0.8108108108108109,1.0,0.9965,False,,,,0.3,20.0,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,0.4,15.0,
ring_outliers,1030,2,DBSCAN,,,,1.0,1.0,1.0,1.0,1.0,False,,,,0.4,20.0,
ring_outliers,1030,2,DBSCAN,,,,,,,,,True,,,,,,
